lemma,frequency,rank
βγίκω,1269,1224
φτωχός,1269,1225
δίκη,1268,1226
συνέντευξη,1265,1227
φυσιολογικός,1265,1228
ξεχωριστός,1258,1229
φιλί,1258,1230
αδέρφι,1257,1231
καθυστερώ,1257,1232
πανεπιστήμιο,1255,1233
ευχή,1255,1234
συμπαθώ,1255,1235
φασαρία,1254,1236
επείγων,1253,1237
επικοινωνώ,1253,1238
σβήνω,1252,1239
κράτησος,1252,1240
δολοφονία,1251,1241
κλέφτης,1249,1242
λονδίνο,1244,1243
άχρηστος,1242,1244
προστασία,1241,1245
υγεία,1241,1246
δικηγόρο,1241,1247
έκρηξη,1240,1248
κόπος,1239,1249
μυστικά,1239,1250
παντρεύω,1238,1251
εξάλλου,1237,1252
όροφος,1237,1253
κανονικός,1235,1254
μπούω,1235,1255
εμποδίζω,1232,1256
τάφος,1232,1257
παράδειγμα,1231,1258
μαθητής,1230,1259
παραλία,1230,1260
είδηση,1228,1261
επεισόδιο,1227,1262
ισχυρός,1227,1263
σπάνω,1222,1264
καυτός,1221,1265
παίχω,1218,1266
έξοδος,1216,1267
ηθοποιός,1216,1268
ξανακάνω,1215,1269
σκύλο,1213,1270
συνδέω,1211,1271
σχολή,1209,1272
καρέκλα,1209,1273
πριγκίπισσα,1209,1274
φόρεμα,1207,1275
χαρτί,1206,1276
αδίρω,1205,1277
καθιστρέφω,1205,1278
πιθανός,1204,1279
ντρέπομαι,1203,1280
συνεχώς,1203,1281
απασχολημένος,1202,1282
υπουργός,1202,1283
βλίπω,1202,1284
πέτα,1198,1285
εφιάλτης,1197,1286
πεφτείω,1195,1287
ανοησία,1193,1288
καθαρά,1192,1289
ξεχάζω,1192,1290
γέρο,1189,1291
κύκλος,1188,1292
θεωρία,1187,1293
υπολοχαγός,1187,1294
νότια,1186,1295
συγκεντρώνω,1186,1296
αποκλειστικός,1185,1297
ζηνώ,1185,1298
όνειρα,1184,1299
ζευγάρι,1181,1300
ικανός,1181,1301
βία,1180,1302
γενέθλιο,1180,1303
ξύλο,1178,1304
βαρέθηκα,1178,1305
χάπι,1178,1306
παράσταση,1176,1307
αρχεία,1176,1308
πηγνίνω,1176,1309
κινητό,1175,1310
ρομπότ,1175,1311
βόρεια,1171,1312
εγκέφαλος,1166,1313
προσωπικός,1166,1314
ταυτότητα,1166,1315
ενοχάζω,1166,1316
βέβαιος,1161,1317
κιλό,1161,1318
κρέας,1160,1319
διάλχω,1153,1320
σερ,1153,1321
τρομακτικός,1151,1322
αντικείμενο,1150,1323
παράδοση,1148,1324
κοίτω,1148,1325
ενώνω,1147,1326
επιβεβαιώνω,1147,1327
απομακρύνω,1144,1328
αυτοκτονώ,1144,1329
αηδία,1144,1330
σπαθί,1144,1331
φωνώ,1143,1332
απίθανος,1141,1333
άλογο,1140,1334
φρουρός,1139,1335
επιμένω,1138,1336
παππόυ,1138,1337
τρέλα,1138,1338
ομορφιά,1136,1339
ολοκληρώνω,1135,1340
λίμνη,1133,1341
τελικός,1132,1342
αποτύπωμα,1131,1343
μετακομίζω,1130,1344
άποψη,1129,1345
δέρμα,1129,1346
δράση,1127,1347
ρισκάρω,1127,1348
δικαιοσύνη,1126,1349
καίω,1126,1350
δείγμα,1125,1351
στήθος,1124,1352
κλαίνω,1121,1353
χρονιά,1120,1354
παντρευτώ,1120,1355
απέναντι,1118,1356
ικανότητα,1118,1357
ευτυχισμένος,1116,1358
δεδομένο,1115,1359
παγίδα,1115,1360
επιτροπή,1114,1361
παρασκευή,1113,1362
κουράζω,1113,1363
μπείνω,1112,1364
συγγραφέας,1111,1365
στάση,1110,1366
πέρυσι,1109,1367
σελίδα,1108,1368
δαχτυλίδι,1108,1369
πόρ,1107,1370
παράνομος,1105,1371
μαζώ,1103,1372
αδύναμος,1102,1373
κλειδώνω,1100,1374
ξέχαία,1099,1375
πιστείω,1099,1376
εξετάζω,1098,1377
τομέας,1098,1378
αγορά,1097,1379
αμερικανός,1095,1380
αναβαίνω,1095,1381
θύμω,1095,1382
στρατηγέ,1093,1383
συνειδητοποιώ,1092,1384
φάση,1092,1385
γαλλία,1090,1386
συμβόλαιο,1090,1387
κασέτα,1089,1388
κώδικας,1088,1389
ρώτα,1088,1390
ιδιωτικός,1087,1391
συνταγματάρχης,1085,1392
βλάκας,1085,1393
υπάλληλος,1084,1394
έρημος,1083,1395
αισθάνω,1082,1396
τέταρτος,1081,1397
αστέιος,1081,1398
νευρικός,1081,1399
γάλας,1080,1400
βασίζω,1079,1401
απειλή,1077,1402
υποστηρίζω,1077,1403
συνθήκη,1076,1404
πρίγκιπας,1075,1405
καριέρα,1075,1406
γύρος,1074,1407
βαλίτσα,1072,1408
μετρητής,1072,1409
άνεμος,1070,1410
κυριακή,1069,1411
οικογενειακός,1069,1412
θεραπείο,1068,1413
σταθερός,1067,1414
βίντεο,1067,1415
εκπομπή,1063,1416
παράτα,1063,1417
ρεύμα,1062,1418
σέβομαι,1062,1419
γκέι,1060,1420
καθηγητός,1060,1421
συνεργάζομαι,1059,1422
ξαναπώ,1059,1423
κάθομαι,1058,1424
συγκεκριμένος,1057,1425
κολέγιο,1057,1426
γεύση,1056,1427
γνωρίζομαι,1055,1428
σκουπίδιο,1055,1429
τράβα,1055,1430
φρικτός,1054,1431
απασχολώ,1052,1432
τρομάζω,1052,1433
επίσκεψη,1049,1434
καινούρια,1049,1435
διάσημος,1047,1436
καταφέρω,1047,1437
πόρνη,1047,1438
σαββατοκύριακο,1047,1439
τεχνικός,1046,1440
προτού,1045,1441
κρίνω,1044,1442
φιλαράκο,1044,1443
δύσκολα,1043,1444
χαρακτήρας,1042,1445
ακυρώνω,1041,1446
φυλή,1041,1447
χρήσιμος,1041,1448
τακτοποιώ,1041,1449
νιώχνω,1040,1450
επαγγελματία,1040,1451
συμμορία,1040,1452
ώσπου,1037,1453
ψεύτικος,1034,1454
μπουκάλι,1032,1455
καινούργια,1030,1456
ξεφορτώνω,1027,1457
ψάχω,1025,1458
κατευθώ,1023,1459
χαμένος,1022,1460
σύμπαν,1021,1461
γερμανός,1020,1462
διάρκεια,1019,1463
ευχάριστος,1019,1464
κρύω,1018,1465
όργανο,1017,1466
παρόν,1014,1467
σύντομος,1012,1468
πουτάνας,1012,1469
χοντρός,1011,1470
πρόσβαση,1010,1471
αναπνέω,1010,1472
μεξικό,1008,1473
γρήγορος,1007,1474
όχημα,1007,1475
ψηφίζω,1006,1476
απόλυτος,1005,1477
περιουσία,1005,1478
περιοδικός,1003,1479
επιταγή,1002,1480
καθιρίζω,1002,1481
κρυφτώ,1002,1482
άρθρο,1001,1483
απαίσια,1001,1484
συμβουλή,1001,1485
συναρπαστικός,1000,1486
κηδείο,999,1487
παύω,998,1488
μορφή,998,1489
τσιγάρος,998,1490
ρώσος,997,1491
συναγερμός,997,1492
παραδέχομαι,995,1493
γουρούνι,995,1494
προσεκτικά,994,1495
υπόγειο,994,1496
τρέχα,993,1497
επιθυμία,991,1498
θά,991,1499
αποθήκη,990,1500
νά,990,1501
κυβερνήτη,989,1502
δευτέρα,988,1503
κρεμώ,988,1504
πιούω,988,1505
αποσύρω,987,1506
εργάζομαι,986,1507
θυγάνω,986,1508
επηρεάζω,985,1509
σάββατο,984,1510
εγκληματία,982,1511
κυρίως,981,1512
αυτοκτονία,979,1513
άμα,978,1514
εκδίκηση,977,1515
απόσταση,976,1516
πεθείνω,976,1517
νοιώ,975,1518
διότι,971,1519
πεδίο,971,1520
τραύμα,970,1521
πολεμιστής,969,1522
αφέντη,968,1523
τρίχα,968,1524
έστω,966,1525
ντροπή,965,1526
δειλός,965,1527
αμφιβολία,962,1528
άννα,960,1529
ποτήρι,960,1530
εργοστάσιο,958,1531
συγγένη,957,1532
ουσία,956,1533
βαρετός,955,1534
μιλώνω,955,1535
σαμπάνια,955,1536
γείτονας,954,1537
εξαιρετικός,954,1538
ομολογώ,953,1539
κουβέν,953,1540
χρειαστώ,953,1541
ενάντια,951,1542
βροχή,951,1543
ζέστης,951,1544
καλιφόρνια,950,1545
φοβοίμαι,950,1546
κύμα,946,1547
μετάφραση,946,1548
περίοδος,945,1549
γερουσιαστής,944,1550
πύραυλος,944,1551
ασθενοφόρος,944,1552
ξυπνω,944,1553
ταλέντο,944,1554
ιδιοκτήτης,943,1555
υπομονή,943,1556
τίτλος,942,1557
όρεξη,942,1558
εξουσία,941,1559
ανάμνηση,941,1560
επικοινωνία,940,1561
ευρώπη,940,1562
περασμένος,939,1563
λήσονος,939,1564
σκιά,938,1565
αφαιρώ,937,1566
ακρίβεια,935,1567
γυρνώ,935,1568
δικαιολογία,934,1569
θέατρο,933,1570
χτύπα,933,1571
κορυφή,929,1572
κινδυνεύω,927,1573
τυχαίος,927,1574
γουστάρω,927,1575
γράπτω,927,1576
άγριος,926,1577
εντυπωσιακός,926,1578
πάρκο,925,1579
οδηγία,924,1580
παντρευτέος,923,1581
ανυπομονώ,922,1582
πολύτιμος,921,1583
μεταφορά,920,1584
πέτρο,920,1585
παίκτης,917,1586
κάντο,917,1587
σέξι,915,1588
διάλειμμα,914,1589
ανατινάζω,913,1590
ανέβω,913,1591
πυροβολισμός,911,1592
αρχαίος,909,1593
κυκλοφορώ,909,1594
εκτελώ,908,1595
ροκ,908,1596
ανακάλλω,906,1597
ετοιμαστώ,906,1598
ισχύω,905,1599
στραβά,905,1600
χαμένω,904,1601
αντίθετος,903,1602
αίσθημα,903,1603
συσκευή,902,1604
ερευνώ,901,1605
πλήρωμα,901,1606
φαντασία,901,1607
καρκίνος,900,1608
άρχομαι,900,1609
απώλεια,899,1610
όμηρος,898,1611
ευτυχία,898,1612
παναρέμω,898,1613
σωσω,898,1614
παρατηρώ,897,1615
σεξουαλικός,897,1616
ανοικτά,894,1617
πίλοτος,894,1618
αυξάνω,893,1619
επιστροφή,893,1620
μηχάνημα,893,1621
πέμπτη,893,1622
συμμετέχω,893,1623
αλήτη,893,1624
μοιώζω,893,1625
ακριβός,892,1626
αντίγραφο,892,1627
φωνάζω,891,1628
αστυνόμε,891,1629
διαβάλλω,891,1630
πίνακας,891,1631
πισίνα,890,1632
νικητής,889,1633
καταιγίδα,888,1634
φερώ,887,1635
καθρέφτης,885,1636
γεκίνω,885,1637
μεθύζος,883,1638
ιδιαίτερος,882,1639
τυφλός,881,1640
δημοσιογράφος,880,1641
ενδιαφέρων,880,1642
οίκος,880,1643
ονειρεύω,880,1644
φωνάνω,879,1645
αγγλία,878,1646
πάσος,878,1647
περί,876,1648
ανακατεύω,876,1649
αρχίδιο,876,1650
μεγαλώνω,876,1651
οδήγηση,875,1652
επισκέπτης,874,1653
κοινωνία,873,1654
δηλώνω,872,1655
εξής,872,1656
τεχνολογία,872,1657
ομοσπονδιακός,870,1658
υπηρετώ,869,1659
διατηρώ,868,1660
βλάκα,868,1661
ουίσκι,866,1662
μετακινώ,865,1663
εμπιστεύομαι,865,1664
ζημί,865,1665
πιστός,864,1666
αιτία,863,1667
γάλλος,863,1668
καθιρός,863,1669
πρωταθλητής,862,1670
φιλενάδα,862,1671
κανονικά,861,1672
σημείωμα,859,1673
πεινάω,859,1674
φίδι,859,1675
ερχοία,858,1676
άμυνα,855,1677
ιερός,855,1678
σκότος,855,1679
πράσινο,854,1680
μούτρο,854,1681
σύμφωνος,853,1682
δεκάρα,852,1683
άδικος,851,1684
κάλω,851,1685
αποκαλύπτω,849,1686
επικεφαλής,849,1687
ήτα,849,1688
πείραμα,848,1689
διάθεση,847,1690
αυλή,846,1691
τραυματίζω,846,1692
κοιμάζω,846,1693
σύζυγο,846,1694
καταβάζω,844,1695
τέχνος,844,1696
απορρίπτω,843,1697
τρελαίνω,843,1698
κάστρο,841,1699
παρουσία,841,1700
επιζώ,841,1701
ψωμί,841,1702
οφείλω,840,1703
αμαρτία,840,1704
ηθικός,840,1705
σιωπή,840,1706
αποτελώ,839,1707
ενίσχυση,839,1708
λειτουργία,839,1709
κοστούμι,839,1710
σούζαν,839,1711
λύκος,838,1712
σύνορο,838,1713
μπερδεύω,838,1714
εκπαίδευση,837,1715
μισό,837,1716
κακά,836,1717
παππούς,835,1718
τόνος,835,1719
χιλιόμετρο,835,1720
καλοκαίρι,834,1721
βυζί,833,1722
ζηλεύω,833,1723
μερί,833,1724
παρθένος,832,1725
λόφος,831,1726
πολιτικός,831,1727
μαρία,831,1728
κατάθεση,830,1729
παντελόνι,830,1730
απειλώ,828,1731
απογοητεύω,828,1732
άνω,826,1733
ερωτευκάνω,826,1734
αγαπόπτω,825,1735
γνωριμία,825,1736
μυρωδιός,825,1737
τσέπος,825,1738
φυγγάνω,823,1739
εντύπωση,822,1740
μίλώ,822,1741
μυαλό,822,1742
ανώτερος,821,1743
θετικός,821,1744
ελέγω,821,1745
προπονητής,821,1746
πιέζω,820,1747
σικάγο,820,1748
ανάσα,819,1749
στρίζω,819,1750
κουρασμένος,819,1751
αριστερός,818,1752
βιάζω,817,1753
κείνος,816,1754
αίτηση,815,1755
δώρα,815,1756
γνώση,814,1757
ελευθερώνω,814,1758
ημάνω,814,1759
γραμματέας,813,1760
ρυθμός,813,1761
λέγε,813,1762
σκλάβος,813,1763
κοινός,812,1764
άσπρο,812,1765
διάβω,812,1766
πνίγω,811,1767
βενζίνη,811,1768
βολή,811,1769
ευαίσθητος,810,1770
περίμενος,810,1771
αρπάζω,809,1772
βάθος,809,1773
χρήση,809,1774
ζήτημα,808,1775
ανεβαίνω,808,1776
δεμένος,807,1777
ναυτικός,806,1778
ικανοποιώ,804,1779
τρομοκράτης,804,1780
μπερδεμένος,804,1781
έγγραφο,803,1782
άρεση,803,1783
μαλακός,802,1784
πίνεις,801,1785
ώμος,801,1786
έκθεση,799,1787
προσεύχομαι,799,1788
πίτσα,796,1789
ακτός,796,1790
φιλία,796,1791
φτίαμαι,796,1792
κέρδος,795,1793
προέρχομαι,795,1794
έλικός,794,1795
κλειδωμένος,793,1796
δόση,791,1797
τελετής,789,1798
φεγγάρι,789,1799
πείρνω,788,1800
διαγωνισμός,787,1801
σύμβουλος,787,1802
αγελάδα,787,1803
ρομαντικός,787,1804
πρόσφατα,786,1805
δουλέψω,786,1806
ενοχλώ,786,1807
άσκηση,785,1808
θάρρος,785,1809
αναζητώ,784,1810
ύστερα,784,1811
χώνω,784,1812
ήρεμος,784,1813
καλωσορίζω,782,1814
τοπικός,782,1815
μαμαιώ,782,1816
φαμγάνω,781,1817
απολαμβάνω,780,1818
δάσκαλος,780,1819
εξοπλισμός,780,1820
στομάχι,780,1821
μιός,779,1822
μίνομαι,779,1823
κυβερνήτης,778,1824
ένδειξη,775,1825
μέγεθος,775,1826
κατέβα,775,1827
σοκολάτα,775,1828
ερωτεύω,774,1829
πάθος,774,1830
σάντουι,774,1831
κλεύω,773,1832
έπειτα,771,1833
παρακολούθηση,771,1834
κελί,770,1835
γήπεδος,770,1836
γενικός,769,1837
κοτόπουλο,769,1838
προσευχή,769,1839
εγκρίνω,767,1840
τέξας,767,1841
μειώνω,766,1842
νόμιζος,766,1843
παράδεισο,766,1844
εργαλείο,764,1845
σπασμένος,764,1846
καταδικάζω,763,1847
υπολογίζω,762,1848
αγαπητώ,762,1849
κατέβω,762,1850
νοσοκόμα,762,1851
βραβείο,761,1852
δωρεάν,761,1853
πληγή,761,1854
ιερέα,760,1855
παλτό,760,1856
κενό,759,1857
κόλπα,759,1858
κατάρα,758,1859
λοχαγός,757,1860
ποντίκι,757,1861
θησαυρός,757,1862
καπνίζω,757,1863
κοινωνικός,756,1864
ποινή,756,1865
αυτία,756,1866
μαθέτω,756,1867
εγχείρηση,755,1868
τυρί,755,1869
διάδρομο,754,1870
τρώος,754,1871
διατάσσω,753,1872
καρχαρία,753,1873
πλαστικός,753,1874
τζάκι,753,1875
ασανσέρ,752,1876
ημερολόγιο,752,1877
κρατούμενος,751,1878
διασκεδαστικός,751,1879
λίρα,751,1880
συστώνω,751,1881
ισχύς,750,1882
σημερινός,750,1883
καταραμένος,750,1884
παρεξήγηση,750,1885
κάνα,749,1886
λέσχη,748,1887
ευχαρίστως,747,1888
βλάπω,747,1889
καλοσύνη,747,1890
μαγεία,746,1891
δένω,745,1892
μωρά,745,1893
κομπιούτερ,743,1894
μάγος,743,1895
σύμπτωση,743,1896
κουράγιο,742,1897
προλάβω,742,1898
προσγειώνω,742,1899
βράχος,740,1900
μάγκο,740,1901
ερωτικός,739,1902
υπουργείο,739,1903
μεγαλειότατε,738,1904
κάλυψη,737,1905
μετατρέπω,736,1906
σκόνος,736,1907
χείλος,736,1908
εργάτης,735,1909
θερμοκρασία,735,1910
παγώνω,735,1911
τακτικός,735,1912
εραστής,735,1913
συμπαίνω,735,1914
γλιτώνω,734,1915
τσιγάρα,733,1916
αφρική,732,1917
επίσημος,732,1918
φάε,732,1919
έθνος,731,1920
καύσιμο,731,1921
πυρηνικός,731,1922
κανάλι,731,1923
μπάσταρδος,731,1924
