surface,lemma,upos
αναθεωρήθηκε,αναθεωρώ,VERB
αναθεωρήσεις,αναθεώρηση,NOUN
αναθεωρηθεί,αναθεωρώ,VERB
αναθεώρησε,αναθεωρώ,VERB
αναθεώρηση,αναθεώρηση,NOUN
αναθεώρησης,αναθεώρηση,NOUN
ανακάλυψαν,ανακαλύπτω,VERB
ανακάλυψε,ανακαλύπτω,VERB
ανακάλυψη,ανακάλυψη,NOUN
ανακάμψει,ανακάμπτω,VERB
ανακήρυξή,ανακήρυξη,NOUN
ανακαίνισαν,ανακαινίζω,VERB
ανακαινίσεις,ανακαίνιση,NOUN
ανακαλύπτω,ανακαλύπτω,VERB
ανακατασκευής,ανακατασκευή,NOUN
ανακατονομή,ανακατονομή,NOUN
ανακηρύξει,ανακηρύσσω,VERB
ανακοίνωσαν,ανακοινώνω,VERB
ανακοίνωσε,ανακοινώνω,VERB
ανακοίνωση,ανακοίνωση,NOUN
ανακοίνωσης,ανακοίνωση,NOUN
ανακοινωθούν,ανακοινώνω,VERB
ανακοινώθηκαν,ανακοινώνω,VERB
ανακοινώθηκε,ανακοινώνω,VERB
ανακοινώνουν,ανακοινώνω,VERB
ανακοινώσει,ανακοινώνω,VERB
ανακοινώσεις,ανακοίνωση,NOUN
ανακούφιση,ανακούφιση,NOUN
ανακούφισης,ανακούφιση,NOUN
ανακρίτριας,ανακρίτρια,NOUN
ανακριτές,ανακριτής,ADJ
ανακριτές,ανακριτής,NOUN
ανακριτή,ανακριτής,NOUN
ανακτήσουν,ανακτώ,VERB
ανακτηθεί,ανακτώ,VERB
ανακωχή,ανακωχή,NOUN
ανακόλουθος,ανακόλουθος,ADJ
ανακόπτεται,ανακόπτω,VERB
ανακόψουν,ανακόπτω,VERB
ανακύψουν,ανακύπτω,VERB
αναλάβει,αναλαμβάνω,VERB
αναλάβετε,αναλαμβάνω,VERB
αναλάβουν,αναλαμβάνω,VERB
αναληφθεί,αναλαμβάνω,VERB
αναληφθούν,αναλαμβάνω,VERB
αναλογία,αναλογία,NOUN
αναλογίζεται,αναλογίζομαι,VERB
αναλογικότητας,αναλογικότητα,NOUN
αναλογιστεί,αναλογίζομαι,VERB
αναλογούντων,αναλογών,ADJ
αναλυτές,αναλυτής,NOUN
αναλυτικά,αναλυτικά,ADV
αναλυτική,αναλυτικός,ADJ
αναλόγως,ανάλογα,ADV
αναλύσεις,ανάλυση,NOUN
αναλύσω,αναλύω,VERB
αναμέναμε,αναμένω,VERB
αναμένει,αναμένω,VERB
αναμένεται,αναμένω,VERB
αναμένουμε,αναμένω,VERB
αναμένω,αναμένω,VERB
αναμέτρησης,αναμέτρηση,NOUN
αναμετρήσεις,αναμέτρηση,NOUN
αναμονή,αναμονή,NOUN
αναμφίβολα,αναμφίβολα,ADV
ανανεώσουν,ανανεώνω,VERB
αναντίρρητα,αναντίρρητα,ADV
αναπαλαιωθεί,αναπαλαιώνω,VERB
αναπληρωτές,αναπληρωτής,NOUN
αναπληρωτή,αναπληρωτής,ADJ
αναπληρωτής,αναπληρωτής,NOUN
αναπληρώτρια,αναπληρώτρια,ADJ
αναπνευστικές,αναπνευστικός,ADJ
αναπνοή,αναπνοή,NOUN
αναποτελεσματικότητα,αναποτελεσματικότητα,NOUN
αναπροσαρμογή,αναπροσαρμογή,NOUN
αναπτυξιακή,αναπτυξιακός,ADJ
αναπτυσσόμενες,αναπτυσσόμενος,ADJ
αναπτυσσόμενο,αναπτυσσόμενος,ADJ
αναπτυσσόμενων,αναπτυσσόμενος,ADJ
αναπτυχθεί,αναπτύσσω,VERB
αναπτύξει,αναπτύσσω,VERB
αναπτύξουμε,αναπτύσσω,VERB
αναπτύσσεται,αναπτύσσω,VERB
αναπτύσσονται,αναπτύσσω,VERB
αναπτύχθηκε,αναπτύσσω,VERB
αναρίθμητες,αναρίθμητος,ADJ
αναρρίχηση,αναρρίχηση,NOUN
αναρωτηθώ,αναρωτιέμαι,VERB
αναρωτιούνται,αναρωτιέμαι,VERB
ανασκαφές,ανασκαφή,NOUN
ανασκαφική,ανασκαφικός,ADJ
αναστήλωσαν,αναστηλώνω,VERB
ανασταλούν,αναστέλλω,VERB
ανασταλτικά,ανασταλτικά,ADV
αναστηλωθεί,αναστηλώνω,VERB
αναστολή,αναστολή,NOUN
ανασύρθηκαν,ανασύρω,VERB
ανατέθηκε,αναθέτω,VERB
ανατεθεί,αναθέτω,VERB
ανατολάς,ανατολάς,PROPN
ανατολή,ανατολή,NOUN
ανατολή,ανατολή,PROPN
ανατολής,ανατολή,NOUN
ανατολής,ανατολή,PROPN
ανατολικά,ανατολικά,ADV
ανατολικά,ανατολικός,ADJ
ανατολική,ανατολικός,ADJ
ανατολικής,ανατολικός,ADJ
ανατομία,ανατομία,NOUN
ανατρέπουν,ανατρέπω,VERB
ανατροπή,ανατροπή,NOUN
αναφέρατε,αναφέρω,VERB
αναφέρει,αναφέρω,VERB
αναφέρεται,αναφέρω,VERB
αναφέρθηκαν,αναφέρω,VERB
αναφέρθηκε,αναφέρω,VERB
αναφέρομαι,αναφέρω,VERB
αναφέρονται,αναφέρω,VERB
αναφέροντας,αναφέρω,VERB
αναφέρουμε,αναφέρω,VERB
αναφέρουν,αναφέρω,VERB
αναφέρω,αναφέρω,VERB
αναφαίνονται,αναφαίνομαι,VERB
αναφερθήκατε,αναφέρω,VERB
αναφερθώ,αναφέρω,VERB
αναφερόμαστε,αναφέρω,VERB
αναφερόμενη,αναφερόμενος,ADJ
αναφορά,αναφορά,NOUN
αναφοράς,αναφορά,NOUN
αναφορές,αναφορά,NOUN
αναφορικά,αναφορικά,ADV
αναχαίτιση,αναχαίτιση,NOUN
αναχαιτίσει,αναχαιτίζω,VERB
αναχωρήσει,αναχωρώ,VERB
αναχωρούν,αναχωρώ,VERB
αναχώρησαν,αναχωρώ,VERB
αναχώρησε,αναχωρώ,VERB
αναψυκτήρια,αναψυκτήριο,NOUN
αναψυχής,αναψυχή,NOUN
ανδρικό,ανδρικός,ADJ
ανδρόνικος,ανδρόνικος,PROPN
ανδρών,άντρας,NOUN
ανεμοστρόβιλοι,ανεμοστρόβιλος,NOUN
ανεμοστρόβιλους,ανεμοστρόβιλος,NOUN
ανεμοστρόβιλων,ανεμοστρόβιλος,NOUN
ανεμόμυλοι,ανεμόμυλος,NOUN
ανεμόμυλους,ανεμόμυλος,NOUN
ανεξάρτητα,ανεξάρτητα,ADV
ανεξάρτητα,ανεξάρτητος,ADJ
ανεξάρτητες,ανεξάρτητος,ADJ
ανεξάρτητη,ανεξάρτητος,ADJ
ανεξάρτητης,ανεξάρτητος,ADJ
ανεξάρτητο,ανεξάρτητος,ADJ
ανεξάρτητοι,ανεξάρτητος,ADJ
ανεξάρτητου,ανεξάρτητος,ADJ
ανεξάρτητους,ανεξάρτητος,ADJ
ανεξαιρέτως,ανεξαίρετα,ADV
ανεξαρτησία,ανεξαρτησία,NOUN
ανεξαρτησίας,ανεξαρτησία,NOUN
ανεπίτρεπτη,ανεπίτρεπτος,ADJ
ανεπαρκή,ανεπαρκής,ADJ
ανεπαρκής,ανεπαρκής,ADJ
ανεπιθύμητες,ανεπιθύμητος,ADJ
ανεπιτυχής,ανεπιτυχής,ADJ
ανεπιφύλακτα,ανεπιφύλακτα,ADV
ανεπτυγμένες,ανεπτυγμένος,ADJ
ανεργία,ανεργία,NOUN
ανεργίας,ανεργία,NOUN
ανεστάλη,αναστέλλω,VERB
ανεφοδιασμού,ανεφοδιασμός,NOUN
ανησυχία,ανησυχία,NOUN
ανησυχίας,ανησυχία,NOUN
ανησυχίες,ανησυχία,NOUN
ανησυχεί,ανησυχώ,VERB
ανησυχητική,ανησυχητικός,ADJ
ανησυχητικό,ανησυχητικός,ADJ
ανησυχούν,ανησυχώ,VERB
ανησυχούσαν,ανησυχώ,VERB
ανησυχώ,ανησυχώ,VERB
ανθρωπίνων,ανθρώπινος,ADJ
ανθρωπιστικές,ανθρωπιστικός,ADJ
ανθρωπιστική,ανθρωπιστικός,ADJ
ανθρωπιστικού,ανθρωπιστικός,ADJ
ανθρωπιστικών,ανθρωπιστικός,ADJ
ανθρωπότητας,ανθρωπότητα,NOUN
ανθρώπινα,ανθρώπινος,ADJ
ανθρώπινη,ανθρώπινος,ADJ
ανθρώπινης,ανθρώπινος,ADJ
ανθρώπινο,ανθρώπινος,ADJ
ανθρώπινου,ανθρώπινος,ADJ
ανθρώπου,άνθρωπος,NOUN
ανθρώπους,άνθρωπος,NOUN
ανθρώπων,άνθρωπος,NOUN
ανθρωπος,άνθρωπος,NOUN
ανθόπουλο,ανθόπουλος,PROPN
ανοίγματος,άνοιγμα,NOUN
ανοίγοντας,ανοίγω,VERB
ανοίγουν,ανοίγω,VERB
ανοίξει,ανοίγω,VERB
ανοίξουν,ανοίγω,VERB
ανοίχθηκε,ανοίγω,VERB
ανοικοδομήθηκαν,ανοικοδομώ,VERB
ανοικοδομήθηκε,ανοικοδομώ,VERB
ανοικοδομηθούν,ανοικοδομώ,VERB
ανοικοδόμησή,ανοικοδόμηση,NOUN
ανοικοδόμησης,ανοικοδόμηση,NOUN
ανοικτές,ανοιχτός,ADJ
ανοικτή,ανοιχτός,ADJ
ανοιχτά,ανοικτά,ADV
ανοιχτές,ανοιχτός,ADJ
ανοιχτή,ανοιχτός,ADJ
ανοιχτής,ανοιχτός,ADJ
ανοιχτού,ανοιχτός,ADJ
ανοιχτό,ανοιχτός,ADJ
ανοργάνωτη,ανοργάνωτος,ADJ
ανούσια,ανούσιος,ADJ
αντάρτες,αντάρτης,NOUN
αντάρτικα,αντάρτικος,ADJ
αντάρτικος,αντάρτικος,ADJ
αντάρτικων,αντάρτικος,ADJ
αντέδρασε,αντιδρώ,VERB
αντήλλαξε,ανταλλάζω,VERB
αντί,αντί,ADP
αντίδρασή,αντίδραση,NOUN
αντίδραση,αντίδραση,NOUN
αντίδρασης,αντίδραση,NOUN
αντίθεση,αντίθεση,NOUN
αντίθετα,αντίθετα,ADV
αντίθετες,αντίθετος,ADJ
αντίθετη,αντίθετος,ADJ
αντίθετο,αντίθετος,ADJ
αντίκτυπο,αντίκτυπος,NOUN
αντίπαλες,αντίπαλος,ADJ
αντίπαλοι,αντίπαλος,ADJ
αντίπαλοι,αντίπαλος,NOUN
αντίπαρο,αντίπαρος,PROPN
αντίποινα,αντίποινο,NOUN
αντίσταση,αντίσταση,NOUN
αντίστοιχα,αντίστοιχα,ADV
αντίστοιχα,αντίστοιχος,ADJ
αντίστοιχες,αντίστοιχος,ADJ
αντίστοιχη,αντίστοιχος,ADJ
αντίστοιχο,αντίστοιχος,ADJ
αντίστοιχου,αντίστοιχος,ADJ
αντίτυπα,αντίτυπο,NOUN
αντίτυπο,αντίτυπο,NOUN
ανταγωνίζονται,ανταγωνίζομαι,VERB
ανταγωνισμού,ανταγωνισμός,NOUN
ανταγωνισμούς,ανταγωνισμός,NOUN
ανταγωνισμό,ανταγωνισμός,NOUN
ανταγωνισμός,ανταγωνισμός,NOUN
ανταγωνιστικές,ανταγωνιστικός,ADJ
ανταγωνιστικού,ανταγωνιστικός,ADJ
ανταγωνιστικότητάς,ανταγωνιστικότητα,NOUN
ανταγωνιστικότητα,ανταγωνιστικότητα,NOUN
ανταλλάξει,ανταλλάζω,VERB
ανταλλαγή,ανταλλαγή,NOUN
ανταλλαγής,ανταλλαγή,NOUN
ανταλλαγών,ανταλλαγή,NOUN
ανταμοιβή,ανταμοιβή,NOUN
αντανακλάται,αντανακλώ,VERB
ανταποκρίθηκε,ανταποκρίνομαι,VERB
ανταποκρίνεται,ανταποκρίνομαι,VERB
ανταποκρίνονται,ανταποκρίνομαι,VERB
ανταποκριθεί,ανταποκρίνομαι,VERB
ανταποκριθούμε,ανταποκρίνομαι,VERB
ανταποκριθούν,ανταποκρίνομαι,VERB
ανταπόδοση,ανταπόδοση,NOUN
ανταρτών,αντάρτης,NOUN
αντεκδίκησης,αντεκδίκηση,NOUN
αντεπεξέλθει,αντεπεξέρχομαι,VERB
αντι-κομουνιστικά,αντι-κομουνιστικός,ADJ
αντιαεροπορικό,αντιαεροπορικός,ADJ
αντιβασίλισσα,αντιβασίλισσα,NOUN
αντιβασιλέα,αντιβασιλέας,NOUN
αντιδιαστολή,αντιδιαστολή,NOUN
αντιδράσεις,αντίδραση,NOUN
αντιδράσουμε,αντιδρώ,VERB
αντιζηλιών,αντιζηλία,NOUN
αντιθέτως,αντίθετα,ADV
αντικαθιστώντας,αντικαθιστώ,VERB
αντικατάσταση,αντικατάσταση,NOUN
αντικατέστησε,αντικαθιστώ,VERB
αντικαταστήσει,αντικαθιστώ,VERB
αντικατασταθεί,αντικαθιστώ,VERB
αντικατοπτρίζει,αντικατοπτρίζω,VERB
αντικείμενα,αντικείμενο,NOUN
αντικείμενο,αντικείμενο,NOUN
αντικειμενικό,αντικειμενικός,ADJ
αντικομμουνιστική,αντικομμουνιστικός,ADJ
αντικτύπου,αντίκτυπος,NOUN
αντικυβερνητικής,αντικυβερνητικός,ADJ
αντικυβερνητικών,αντικυβερνητικός,ADJ
αντιλαμβανόμαστε,αντιλαμβάνομαι,VERB
αντιληφθήκαμε,αντιλαμβάνομαι,VERB
αντιμέτωπη,αντιμέτωπος,ADJ
αντιμέτωποι,αντιμέτωπος,ADJ
αντιμέτωπους,αντιμέτωπος,ADJ
αντιμαχομένων,αντιμαχόμενος,ADJ
αντιμετωπίζει,αντιμετωπίζω,VERB
αντιμετωπίζεται,αντιμετωπίζω,VERB
αντιμετωπίζουμε,αντιμετωπίζω,VERB
αντιμετωπίζουν,αντιμετωπίζω,VERB
αντιμετωπίσει,αντιμετωπίζω,VERB
αντιμετωπίσουμε,αντιμετωπίζω,VERB
αντιμετωπίσουν,αντιμετωπίζω,VERB
αντιμετωπιστεί,αντιμετωπίζω,VERB
αντιμετώπιζε,αντιμετωπίζω,VERB
αντιμετώπισή,αντιμετώπιση,NOUN
αντιμετώπισε,αντιμετωπίζω,VERB
αντιμετώπιση,αντιμετώπιση,NOUN
αντιμετώπισης,αντιμετώπιση,NOUN
αντιπάλους,αντίπαλος,NOUN
αντιπαράθεση,αντιπαράθεση,NOUN
αντιπαράθεσης,αντιπαράθεση,NOUN
αντιπαραθέσεις,αντιπαράθεση,NOUN
αντιπαρατεθούν,αντιπαραθέτω,VERB
αντιπολίτευση,αντιπολίτευση,NOUN
αντιπολίτευσης,αντιπολίτευση,NOUN
αντιπροέδρου,αντιπρόεδρος,NOUN
αντιπροέδρους,αντιπρόεδρος,NOUN
αντιπροσωπεία,αντιπροσωπεία,NOUN
αντιπροσωπείας,αντιπροσωπεία,NOUN
αντιπροσωπείες,αντιπροσωπεία,NOUN
αντιπροσώποι,αντιπροσώποι,NOUN
αντιπρόεδρε,αντιπρόεδρος,NOUN
αντιπρόεδρο,αντιπρόεδρος,NOUN
αντιπρόεδροι,αντιπρόεδρος,NOUN
αντιπρόεδρος,αντιπρόεδρος,NOUN
αντιπρόσωπο,αντιπρόσωπος,NOUN
αντιπρόσωπος,αντιπρόσωπος,NOUN
αντιπυραυλικής,αντιπυραυλικός,ADJ
αντιρρήσεις,αντίρρηση,NOUN
αντιστάθηκε,αντιστέκομαι,VERB
αντισταθμίζονται,αντισταθμίζω,VERB
αντιστασιακές,αντιστασιακός,ADJ
αντιστασιακή,αντιστασιακός,ADJ
αντιστασιακό,αντιστασιακός,ADJ
αντιστασιακών,αντιστασιακός,ADJ
αντιστοιχία,αντιστοιχία,NOUN
αντιστοιχεί,αντιστοιχώ,VERB
αντιστοιχούν,αντιστοιχώ,VERB
αντιτίθενται,αντιτίθεμαι,VERB
αντιτίθεται,αντιτίθεμαι,VERB
αντιτρομοκρατικές,αντιτρομοκρατικός,ADJ
αντιτρομοκρατικής,αντιτρομοκρατικός,ADJ
αντιφρονούντων,αντιφρονών,ADJ
ανυπομονησία,ανυπομονησία,NOUN
ανωτέρω,άνω,ADV
ανύπαρκτες,ανύπαρκτος,ADJ
ανύπαρκτη,ανύπαρκτος,ADJ
ανώμαλες,ανώμαλος,ADJ
ανώνυμη,ανώνυμος,PROPN
ανώνυμων,ανώνυμος,ADJ
ανώτατα,ανώτερος,ADJ
ανώτατες,ανώτερος,ADJ
ανώτατο,ανώτερος,ADJ
ανώτατων,ανώτερος,ADJ
ανώτερα,άνω,ADJ
ανώτερους,ανώτερος,ADJ
ανώφελα,ανώφελα,ADV
ανώφελη,ανώφελος,ADJ
αξία,αξία,NOUN
αξίας,αξία,NOUN
αξίες,αξία,NOUN
αξίζει,αξίζω,VERB
αξίωμα,αξίωμα,NOUN
αξιοθέατα,αξιοθέατο,NOUN
αξιοθέατων,αξιοθέατος,ADJ
αξιολογήσει,αξιολογώ,VERB
αξιολογήσεις,αξιολόγηση,NOUN
αξιολογήσεων,αξιολόγηση,NOUN
αξιολογηθεί,αξιολογώ,VERB
αξιολογούνται,αξιολογώ,VERB
αξιολόγησής,αξιολόγηση,NOUN
αξιολόγησε,αξιολογώ,VERB
αξιολόγηση,αξιολόγηση,NOUN
αξιολόγησης,αξιολόγηση,NOUN
αξιοπιστίας,αξιοπιστία,NOUN
αξιοποιήσουμε,αξιοποιώ,VERB
αξιοπρέπειά,αξιοπρέπεια,NOUN
αξιοσημείωτα,αξιοσημείωτος,ADJ
αξιοσημείωτη,αξιοσημείωτος,ADJ
αξιοσημείωτο,αξιοσημείωτος,ADJ
